EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
244,34,2,No,$29.96 ,40,Salary,62316.8,50,Research,Male,Divorced,5,13,Mail Check,Yes
245,44,11,Yes,$54.29 ,40,Salary,112923.2,10,Laboratory,Female,Single,7,11,Direct_Deposit,No
246,56,20,Yes,$49.41 ,40,Salary,102772.8,7,Laboratory,Male,Single,9,20,Mail Check,No
247,58,10,No,$82.70 ,40,Salary,172016,20,Healthcare,Female,Single,7,8,Mail Check,No
248,39,7,Yes,$44.69 ,40,Salary,92955.2,46,Sales,Male,Married,5,11,Mailed Check,Yes
249,39,4,Yes,$96.08 ,40,Salary,339846.4,41,Research,Female,Single,3,19,Mail Check,No
250,58,18,No,$86.40 ,40,Salary,179712,38,Research,Female,Married,4,8,Mailed Check,Yes
251,54,6,No,$60.20 ,40,Salary,125216,53,Marketing,Male,Married,6,17,Mail Check,Yes
252,31,6,Yes,$25.79 ,40,Salary,53643.2,21,Sales,Male,Married,2,8,Mail_Check,No
253,51,15,Yes,$38.70 ,40,Salary,80496,250,Laboratory,Male,Single,8,N/A,Mail Check,Yes
254,36,1,Yes,$33.84 ,40,Salary,70387.2,85,Manufacturing,Male,Married,3,7,Direct_Deposit,Yes
255,55,12,Yes,$74.33 ,40,Salary,154315.2,61,Healthcare,Male,Married,N/A,14,Mail Check,Yes
256,36,5,No,$26.09 ,40,Salary,54267.2,20,Research,Female,Single,5,23,Mailed Check,Yes
257,56,14,Yes,$33.25 ,40,Salary,40040,7,Marketing,Female,Divorced,N/A,12,Mail_Check,No
258,53,13,Yes,$50.59 ,40,Salary,105227.2,60,Healthcare,Female,Divorced,7,18,Mail Check,Yes
259,37,1,Yes,$85.52 ,40,Salary,177881.6,87,Healthcare,Male,Divorced,2,N/A,Mail Check,Yes
260,38,8,No,$51.69 ,40,Salary,107515.2,-11,Research,Female,Married,1,24,Direct_Deposit,Yes
261,38,6,Yes,$66.16 ,40,Salary,137612.8,70,Marketing,Male,Single,5,5,DirectDeposit,No
262,33,2,Yes,$24.17 ,40,Salary,50273.6,80,Laboratory,Male,Divorced,2,16,Mail Check,Yes
263,43,7,Yes,$53.73 ,40,Salary,111758.4,-12,Laboratory,Female,Divorced,5,5,Direct_Deposit,Yes
264,40,3,No,$59.72 ,40,Salary,124217.6,1,Healthcare,Female,Married,1,7,Mailed Check,Yes
265,39,1,Yes,$29.74 ,40,Salary,62859.2,64,Research,Male,Single,4,14,Mailed Check,Yes
266,39,2,Yes,$43.64 ,40,Salary,90771.2,-3,Research,Female,Married,1,N/A,Mailed Check,Yes
267,45,20,Yes,$65.38 ,40,Salary,135990.4,20,Information_Technology,Female,Married,3,22,Mail Check,Yes
268,37,8,No,$28.25 ,40,Salary,37960,65,Marketing,Male,Single,1,N/A,Mailed Check,Yes
269,41,5,No,$34.80 ,40,Salary,72384,17,Marketing,Female,Divorced,3,18,Mail Check,Yes
270,39,8,No,$40.56 ,40,Salary,84364.8,78,Sales,Male,Divorced,4,N/A,Mail Check,Yes
271,24,1,No,$17.39 ,40,Salary,36171.2,2,Manufacturing,Male,Single,1,16,MailedCheck,Yes
272,48,10,Yes,$33.85 ,40,Salary,70408,250,Healthcare,Female,Single,1,18,Mail Check,Yes
273,39,1,Yes,$30.52 ,40,Salary,63481.6,-4,Laboratory,Male,Married,4,22,Mail Check,Yes
274,60,13,No,$43.28 ,40,Salary,89814.4,50,Manufacturing,Female,Single,2,12,Mailed Check,Yes
275,43,8,Yes,$80.75 ,40,Salary,167960,89,Research,Female,Single,6,12,Mailed Check,No
276,44,14,No,$33.29 ,40,Salary,40123.2,66,Sales,Male,Divorced,1,18,Direct_Deposit,No
277,25,2,No,$21.59 ,40,Salary,44907.2,87,Sales,Female,Married,2,8,Direct_Deposit,Yes
278,27,6,Yes,$21.26 ,40,Salary,44220.8,7,Research,Female,Single,2,20,Mailed Check,Yes
279,37,1,Yes,$26.00 ,40,Salary,54080,36,Research,Female,Single,4,21,MailedCheck,Yes
280,47,5,No,$75.05 ,40,Salary,156104,51,Sales,Female,Single,6,20,Mailed Check,Yes
281,60,12,Yes,$39.14 ,40,Salary,81411.2,66,Sales,Female,Divorced,8,8,Mail Check,Yes
282,58,8,No,$34.45 ,40,Salary,71656,2,Laboratory,Female,Single,1,8,Mail Check,Yes
283,42,6,Yes,$70.14 ,40,Salary,145891.2,53,Sales,Male,Divorced,9,18,DirectDeposit,Yes
284,35,8,Yes,$23.32 ,40,Salary,48505.6,69,Manufacturing,Female,Single,2,14,Mail Check,Yes
285,50,9,No,$32.98 ,40,Salary,68598.4,-12,Information_Technology,Male,Divorced,1,12,Direct_Deposit,Yes
286,61,12,No,$33.48 ,40,Salary,40528.4,-8,Sales,Female,Divorced,6,22,Mailed Check,Yes
287,43,3,No,$47.45 ,40,Salary,98696,7,Human_Resources,Female,Married,3,13,Direct_Deposit,Yes
288,30,6,Yes,$25.63 ,40,Salary,53310.4,250,Information_Technology,Female,Married,2,25,Mailed Check,Yes
289,55,8,No,$53.38 ,40,Salary,111030.4,67,Marketing,Male,Single,6,19,Mail Check,Yes
290,53,18,Yes,$96.79 ,40,Salary,201323.2,74,Laboratory,Female,Married,4,24,DirectDeposit,Yes
291,34,4,Yes,$25.83 ,40,Salary,53726.4,250,Laboratory,Male,Married,6,13,Mail Check,Yes
292,32,2,Yes,$22.73 ,40,Salary,47278.4,-5,Healthcare,Male,Married,3,11,Mail Check,Yes
293,41,10,Yes,$87.69 ,40,Salary,282395.2,-6,Sales,Female,Single,1,14,Mail Check,Yes
294,54,15,Yes,$51.63 ,40,Salary,107390.4,64,Sales,Female,Single,8,N/A,Mail Check,Yes
295,34,4,No,$26.35 ,40,Salary,54808,250,Sales,Male,Divorced,6,9,Mail Check,Yes
296,47,5,No,$96.24 ,40,Salary,200179.2,25,Laboratory,Female,Single,3,16,MailedCheck,Yes
297,53,19,Yes,$90.36 ,40,Salary,287948.8,-7,Manufacturing,Male,Married,2,N/A,DirectDeposit,Yes
298,48,12,Yes,$91.80 ,40,Salary,330944,1,Research,Female,Married,2,22,Mailed Check,Yes
299,57,11,Yes,$91.22 ,40,Salary,289737.6,80,Sales,Female,Single,7,9,DirectDeposit,Yes
300,61,19,No,$33.88 ,40,Salary,70470.4,85,Research,Male,Married,8,21,Mail Check,Yes
301,41,1,No,$40.00 ,40,Salary,83200,52,Sales,Male,Married,3,N/A,Mail Check,Yes
302,36,5,Yes,$97.02 ,40,Salary,202801.6,250,Laboratory,Male,Single,2,7,DirectDeposit,Yes
303,45,10,Yes,$40.86 ,40,Salary,84988.8,22,Information_Technology,Female,Single,N/A,20,Mail Check,Yes
304,48,14,Yes,$61.75 ,40,Salary,128440,54,Information_Technology,Male,Married,3,13,Mail Check,Yes
305,53,12,No,$97.96 ,40,Salary,203756.8,31,Sales,Female,Married,1,24,DirectDeposit,Yes
306,53,9,No,$42.78 ,40,Salary,88982.4,250,Manufacturing,Female,Married,N/A,8,Direct_Deposit,Yes
307,49,7,No,$72.03 ,40,Salary,149822.4,8,Research,Female,Single,6,N/A,Mail Check,Yes
308,34,4,No,$29.21 ,40,Salary,59396.8,4,Marketing,Female,Single,3,21,Mail Check,Yes
309,47,12,Yes,$45.78 ,40,Salary,95222.4,-3,Human_Resources,Female,Married,5,N/A,Direct_Deposit,Yes
310,54,8,No,$89.66 ,40,Salary,286492.8,64,Sales,Male,Divorced,1,25,Mail Check,Yes
311,33,8,No,$22.96 ,40,Salary,47756.8,37,Sales,Male,Single,3,9,Mailed Check,Yes
312,38,3,Yes,$30.50 ,40,Salary,63440,250,Laboratory,Female,Single,2,13,Mailed Check,Yes
313,57,5,No,$57.51 ,40,Salary,133620.8,77,Manufacturing,Male,Married,4,8,Mail Check,Yes
314,39,6,No,$65.74 ,40,Salary,136739.2,89,Research,Female,Divorced,2,N/A,Mail Check,Yes
315,54,17,Yes,$43.63 ,40,Salary,90750.4,32,Healthcare,Male,Divorced,2,12,Mail Check,Yes
316,44,17,Yes,$64.13 ,40,Salary,133390.4,61,Marketing,Female,Divorced,3,8,DirectDeposit,Yes
317,49,18,Yes,$60.48 ,40,Salary,125798.4,250,Laboratory,Male,Single,1,5,Mailed Check,Yes
318,43,4,No,$69.47 ,40,Salary,144497.6,41,Manufacturing,Female,Divorced,5,9,Mail Check,Yes
319,61,14,No,$60.17 ,40,Salary,125153.6,10,Human_Resources,Female,Single,1,7,Mail Check,Yes
320,46,7,Yes,$34.23 ,40,Salary,71338.4,50,Marketing,Male,Single,4,13,Direct_Deposit,Yes
321,45,18,Yes,$33.17 ,40,Salary,68993.6,83,Research,Female,Single,4,16,Direct_Deposit,Yes
322,42,5,No,$45.93 ,40,Salary,95534.4,250,Research,Male,Single,8,N/A,Mail Check,Yes
323,40,5,No,$28.83 ,40,Salary,39166.4,80,Sales,Female,Divorced,2,N/A,Mailed Check,Yes
324,53,5,No,$77.90 ,40,Salary,162032,83,Marketing,Female,Single,7,7,Mailed Check,Yes
325,56,9,Yes,$67.64 ,40,Salary,140691.2,26,Marketing,Female,Married,9,21,Mail Check,Yes
326,47,8,No,$67.65 ,40,Salary,140712,28,Research,Female,Divorced,1,18,DirectDeposit,Yes
327,37,4,Yes,$76.33 ,40,Salary,158766.4,85,Marketing,Female,Divorced,6,23,DirectDeposit,Yes
328,53,6,No,$63.36 ,40,Salary,131788.8,14,Sales,Female,Married,7,22,Mail Check,Yes
329,37,6,Yes,$30.24 ,40,Salary,62899.2,37,Manufacturing,Male,Married,3,N/A,Direct_Deposit,Yes
330,45,13,Yes,$51.44 ,40,Salary,106995.2,84,Manufacturing,Male,Married,5,22,Mailed Check,Yes
331,47,7,Yes,$39.36 ,40,Salary,82868.8,80,Sales,Male,Divorced,3,N/A,Mail Check,Yes
332,61,12,No,$50.01 ,40,Salary,104020.8,22,Laboratory,Female,Single,6,22,Mail Check,Yes
333,38,4,Yes,$33.37 ,40,Salary,40289.6,-4,Research,Female,Single,5,N/A,Mailed Check,Yes
334,38,3,No,$26.45 ,40,Salary,55016,-6,Marketing,Female,Divorced,6,13,Mail_Check,Yes
335,50,5,No,$47.82 ,40,Salary,99465.6,48,Sales,Male,Single,N/A,N/A,Mail Check,Yes
336,53,5,No,$44.70 ,40,Salary,92976,27,Research,Female,Single,2,23,Mail Check,Yes
337,46,15,No,$45.01 ,40,Salary,93620.8,9,Research,Female,Divorced,6,20,Direct_Deposit,Yes
338,60,12,No,$33.05 ,40,Salary,68744,53,Information_Technology,Male,Married,6,N/A,Direct_Deposit,Yes
339,59,11,Yes,$59.43 ,40,Salary,123614.4,31,Sales,Male,Married,5,N/A,DirectDeposit,Yes
340,48,17,Yes,$84.64 ,40,Salary,176051.2,35,Healthcare,Female,Married,8,N/A,Mail Check,Yes
341,45,11,Yes,$55.88 ,40,Salary,116230.4,25,Healthcare,Male,Divorced,3,8,Mailed Check,Yes
342,38,6,No,$74.27 ,40,Salary,154481.6,73,Information_Technology,Female,Single,3,20,Mail Check,Yes
343,48,6,Yes,$83.34 ,40,Salary,173347.2,45,Healthcare,Female,Single,9,N/A,Mail Check,No
344,38,9,No,$51.80 ,40,Salary,107744,52,Research,Female,Single,6,10,Mailed Check,No
345,56,6,Yes,$71.36 ,40,Salary,148428.8,-9,Laboratory,Female,Divorced,7,16,Mailed Check,Yes
346,38,2,No,$34.43 ,40,Salary,71614.4,250,Information_Technology,Male,Divorced,4,19,Mail Check,Yes
347,47,19,Yes,$87.08 ,40,Salary,281126.4,250,Sales,Female,Divorced,3,14,DirectDeposit,Yes
348,56,15,Yes,$69.06 ,40,Salary,143644.8,-14,Research,Female,Divorced,9,10,Mail Check,Yes
349,42,1,Yes,$72.33 ,40,Salary,150446.4,-4,Healthcare,Female,Single,N/A,17,DirectDeposit,No
350,49,14,No,$34.28 ,40,Salary,71302.4,25,Information_Technology,Female,Divorced,7,10,Mail Check,No
351,47,6,Yes,$59.22 ,40,Salary,123177.6,89,Manufacturing,Male,Divorced,4,13,Mail Check,Yes
352,56,15,Yes,$31.89 ,40,Salary,66331.2,-14,Healthcare,Female,Married,N/A,22,Mail Check,Yes
353,36,2,Yes,$83.88 ,40,Salary,174470.4,-13,Healthcare,Male,Married,2,12,Mail Check,Yes
354,47,5,No,$37.20 ,40,Salary,77376,250,Research,Female,Single,2,23,Mail Check,Yes
355,39,10,Yes,$27.10 ,40,Salary,56368,10,Research,Female,Married,6,20,Mail_Check,Yes
356,34,4,Yes,$25.48 ,40,Salary,52998.4,5,Healthcare,Male,Single,1,15,Direct Deposit,Yes
357,48,9,No,$50.56 ,40,Salary,105164.8,250,Healthcare,Female,Married,8,21,Mail Check,Yes
358,34,6,No,$24.34 ,40,Salary,50627.2,-7,Information_Technology,Female,Married,5,N/A,Mail_Check,No
359,52,19,No,$83.21 ,40,Salary,173076.8,21,Manufacturing,Female,Married,3,11,Mail Check,Yes
360,44,17,No,$62.04 ,40,Salary,129043.2,73,Research,Male,Divorced,8,25,Mail Check,Yes
361,58,10,No,$68.02 ,40,Salary,141481.6,81,Sales,Female,Divorced,7,15,Mail Check,Yes
362,27,1,No,$17.48 ,40,Salary,36358.4,53,Laboratory,Male,Divorced,1,23,Mailed Check,Yes
363,58,8,Yes,$60.40 ,40,Salary,125632,76,Research,Male,Single,6,N/A,Mail Check,No
364,51,11,No,$33.14 ,40,Salary,39811.2,79,Research,Female,Single,3,N/A,Mailed Check,Yes
365,41,5,No,$45.88 ,40,Salary,95430.4,33,Research,Female,Married,9,18,Direct_Deposit,Yes
366,47,11,No,$56.56 ,40,Salary,117644.8,64,Marketing,Male,Married,6,16,Mailed Check,Yes
367,38,7,No,$90.69 ,40,Salary,288635.2,65,Sales,Female,Single,2,9,DirectDeposit,No
368,58,13,Yes,$32.08 ,40,Salary,66726.4,15,Human_Resources,Female,Single,9,11,Mail Check,Yes
369,50,16,Yes,$47.48 ,40,Salary,98758.4,27,Manufacturing,Male,Single,9,N/A,Mail Check,No
370,60,12,Yes,$41.48 ,40,Salary,86278.4,35,Manufacturing,Female,Married,4,20,Mail Check,Yes
371,58,10,No,$65.79 ,40,Salary,136843.2,46,Research,Female,Married,7,N/A,Mailed Check,Yes
372,39,8,Yes,$37.82 ,40,Salary,78665.6,25,Sales,Female,Married,3,12,Mail Check,Yes
373,46,18,Yes,$51.02 ,40,Salary,106121.6,54,Manufacturing,Male,Single,2,10,Direct_Deposit,No
374,50,11,Yes,$41.88 ,40,Salary,87110.4,62,Research,Male,Married,8,17,Mail Check,Yes
375,44,9,Yes,$44.37 ,40,Salary,92289.6,77,Research,Female,Single,4,7,Mail Check,No
376,34,7,Yes,$23.24 ,40,Salary,48339.2,17,Marketing,Male,Married,2,24,Mailed Check,Yes
377,32,3,Yes,$27.09 ,40,Salary,56347.2,24,Human_Resources,Male,Single,2,17,Mailed Check,Yes
378,30,2,No,$29.88 ,40,Salary,62150.4,33,Healthcare,Female,Single,1,16,Mail Check,Yes
379,51,17,No,$44.95 ,40,Salary,93496,10,Manufacturing,Male,Divorced,8,5,Direct_Deposit,Yes
380,42,9,No,$60.99 ,40,Salary,126859.2,37,Information_Technology,Male,Single,N/A,23,Mail Check,No
381,51,13,Yes,$85.86 ,40,Salary,178588.8,31,Manufacturing,Male,Married,2,25,Mailed Check,Yes
382,44,18,No,$44.08 ,40,Salary,91686.4,-11,Manufacturing,Male,Single,8,17,Direct_Deposit,No
383,56,13,Yes,$46.37 ,40,Salary,96449.6,-4,Information_Technology,Male,Single,5,9,Mail Check,Yes
384,58,17,Yes,$76.24 ,40,Salary,158579.2,46,Marketing,Male,Single,3,17,Mail Check,Yes
385,47,14,No,$59.66 ,40,Salary,124092.8,9,Laboratory,Female,Divorced,1,N/A,DirectDeposit,No
386,43,2,No,$33.17 ,40,Salary,68993.6,44,Laboratory,Female,Divorced,N/A,17,Mail Check,Yes
387,58,12,No,$58.20 ,40,Salary,121056,2,Information_Technology,Female,Divorced,7,21,Mail Check,Yes
388,31,6,No,$26.64 ,40,Salary,55411.2,26,Laboratory,Female,Divorced,2,N/A,Mail_Check,Yes
389,43,7,Yes,$34.64 ,40,Salary,72051.2,250,InformationTechnology,Female,Divorced,4,16,Mailed Check,Yes
390,35,9,Yes,$28.91 ,40,Salary,60132.8,250,Sales,Female,Married,5,16,Direct_Deposit,Yes
391,50,14,Yes,$94.23 ,40,Salary,335998.4,78,Research,Female,Married,1,24,Mail Check,No
392,47,5,No,$48.90 ,40,Salary,101712,250,Healthcare,Female,Married,N/A,8,Direct_Deposit,Yes
393,36,10,Yes,$61.46 ,40,Salary,127836.8,250,InformationTechnology,Male,Single,5,24,Mail Check,No
394,39,3,Yes,$85.56 ,40,Salary,177964.8,25,Marketing,Male,Married,6,24,DirectDeposit,Yes
395,52,9,Yes,$33.31 ,40,Salary,69284.8,49,Healthcare,Male,Single,7,21,Mailed Check,Yes
396,51,20,Yes,$48.74 ,40,Salary,101379.2,250,Sales,Male,Divorced,2,11,Mail Check,Yes
397,30,5,No,$29.45 ,40,Salary,61256,39,Human_Resources,Male,Single,2,9,Mail Check,Yes
398,49,6,No,$44.22 ,40,Salary,93377.6,51,Research,Female,Married,2,23,Mail Check,No
399,46,11,Yes,$74.11 ,40,Salary,154148.8,-12,Sales,Female,Married,6,11,Mailed Check,Yes
400,37,9,No,$85.02 ,40,Salary,176841.6,44,Healthcare,Female,Divorced,5,20,DirectDeposit,No
401,49,8,No,$51.40 ,40,Salary,106912,2,Manufacturing,Male,Married,7,7,Mail Check,Yes
402,39,7,No,$29.63 ,40,Salary,61630.4,-11,Human_Resources,Female,Divorced,5,20,Mailed Check,Yes
403,56,7,No,$44.43 ,40,Salary,92414.4,250,Sales,Male,Divorced,9,17,Direct_Deposit,Yes
404,56,20,No,$46.13 ,40,Salary,95950.4,69,Laboratory,Male,Married,7,23,Mailed Check,No
405,51,19,Yes,$33.33 ,40,Salary,39915.2,87,InformationTechnology,Male,Divorced,2,15,Mailed Check,No
406,53,18,No,$58.00 ,40,Salary,120640,40,Manufacturing,Male,Single,1,14,DirectDeposit,Yes
407,57,9,Yes,$38.34 ,40,Salary,79747.2,79,Human_Resources,Female,Married,1,14,Mail Check,Yes
408,61,15,No,$55.71 ,40,Salary,115876.8,58,Research,Male,Divorced,5,21,Mailed Check,No
409,22,1,Yes,$21.46 ,40,Salary,3636.8,65,Research,Female,Single,3,20,Mail Check,Yes
410,44,20,No,$64.32 ,40,Salary,133785.6,-5,Research,Female,Married,8,N/A,Mail Check,Yes
411,30,6,Yes,$28.71 ,40,Salary,59716.8,77,Research,Male,Single,2,24,Mail Check,Yes
412,58,12,No,$31.49 ,40,Salary,65499.2,250,Healthcare,Female,Married,5,12,Mailed Check,Yes
413,42,9,No,$55.80 ,40,Salary,116064,12,Laboratory,Male,Divorced,3,17,Mail Check,Yes
414,23,1,Yes,$21.65 ,40,Salary,45032,49,Healthcare,Female,Single,1,11,Mailed Check,No
415,61,15,No,$48.83 ,40,Salary,101566.4,57,Marketing,Male,Married,N/A,20,Direct_Deposit,Yes
416,39,3,No,$25.83 ,40,Salary,53726.4,61,Marketing,Male,Married,5,N/A,Mail_Check,Yes
417,55,20,Yes,$71.92 ,40,Salary,149593.6,29,Laboratory,Female,Divorced,8,N/A,Mailed Check,No
418,59,8,Yes,$66.86 ,40,Salary,139068.8,250,Healthcare,Female,Single,7,8,Mail Check,Yes
419,23,1,No,$20.13 ,40,Salary,42870.4,60,Sales,Male,Single,3,6,Mail_Check,Yes
420,56,12,No,$32.12 ,40,Salary,66809.6,61,Sales,Male,Single,1,23,Mailed Check,Yes
421,36,10,Yes,$67.97 ,40,Salary,141377.6,37,Sales,Female,Divorced,4,20,Mailed Check,Yes
422,53,16,No,$92.07 ,40,Salary,331505.6,-12,Healthcare,Female,Divorced,1,12,DirectDeposit,Yes
423,36,8,No,$59.68 ,40,Salary,124134.4,1,Laboratory,Male,Divorced,3,13,Mail Check,Yes
424,39,2,Yes,$75.31 ,40,Salary,156644.8,75,InformationTechnology,Male,Married,4,20,Mailed Check,Yes
425,23,1,Yes,$21.87 ,40,Salary,45489.6,71,Healthcare,Female,Single,2,24,Mail Check,No
426,48,20,No,$51.00 ,40,Salary,106080,30,Laboratory,Male,Divorced,5,25,Mailed Check,Yes
427,38,4,Yes,$58.45 ,40,Salary,121576,20,Manufacturing,Female,Married,6,6,DirectDeposit,Yes
428,38,3,Yes,$27.25 ,40,Salary,56680,58,Research,Female,Divorced,5,6,Mail Check,Yes
429,36,10,No,$70.80 ,40,Salary,147264,-9,Research,Female,Divorced,2,11,Mail Check,Yes
430,30,7,Yes,$30.53 ,40,Salary,63502.4,60,Manufacturing,Male,Single,1,N/A,Mail Check,Yes
431,46,18,Yes,$52.11 ,40,Salary,108388.8,25,Sales,Male,Single,5,N/A,MailedCheck,No
432,32,1,Yes,$25.84 ,40,Salary,53747.2,-5,Human_Resources,Female,Single,1,18,Mailed Check,Yes
433,46,6,Yes,$31.98 ,40,Salary,66528.4,-14,Manufacturing,Female,Married,5,7,Mail Check,Yes
434,53,18,No,$75.27 ,40,Salary,156561.6,-7,Laboratory,Male,Single,6,17,Mail Check,No
435,55,16,No,$93.40 ,40,Salary,334272,250,Healthcare,Female,Divorced,7,6,DirectDeposit,Yes
436,57,19,No,$43.10 ,40,Salary,89648,-11,Sales,Female,Married,4,14,Mail Check,Yes
437,60,9,No,$65.06 ,40,Salary,135324.8,-1,Research,Female,Single,8,13,Mail Check,Yes
438,61,16,No,$76.45 ,40,Salary,159016,12,InformationTechnology,Male,Married,7,10,Mail Check,No
439,40,1,Yes,$94.47 ,40,Salary,336497.6,77,Sales,Male,Single,2,14,Mailed Check,Yes
440,56,7,No,$81.35 ,40,Salary,169208,82,Sales,Female,Single,7,20,DirectDeposit,No
441,33,6,Yes,$28.68 ,40,Salary,38854.4,89,InformationTechnology,Female,Divorced,2,18,Mailed Check,Yes
442,34,10,Yes,$25.73 ,40,Salary,53528.4,38,Laboratory,Female,Single,3,N/A,Mail Check,Yes
443,48,17,No,$36.87 ,40,Salary,76689.6,76,Research,Male,Single,7,25,Direct_Deposit,Yes
444,36,4,No,$98.04 ,40,Salary,203923.2,-14,Healthcare,Female,Married,4,10,Mailed Check,Yes
445,23,1,No,$22.03 ,40,Salary,45822.4,57,InformationTechnology,Male,Single,1,N/A,Direct_Deposit,Yes
446,53,18,Yes,$32.38 ,40,Salary,67350.4,3,Manufacturing,Female,Married,8,20,Mailed Check,Yes
447,36,2,Yes,$49.58 ,40,Salary,103126.4,-8,Research,Female,Married,3,13,Mail Check,No
448,41,9,No,$49.33 ,40,Salary,102606.4,83,Marketing,Female,Divorced,4,21,Mailed Check,Yes
449,35,2,No,$24.63 ,40,Salary,51230.4,20,Sales,Female,Married,4,7,Mail_Check,Yes
450,47,12,No,$56.65 ,40,Salary,117832,250,Sales,Male,Divorced,N/A,6,Mailed Check,Yes
451,42,1,No,$84.80 ,40,Salary,176384,-4,Laboratory,Female,Single,7,7,Mail Check,Yes
452,39,8,No,$92.67 ,40,Salary,332753.6,79,Laboratory,Male,Married,5,20,Mail Check,Yes
453,35,8,No,$24.26 ,40,Salary,50460.8,69,Research,Female,Single,4,N/A,Mail Check,No
454,55,10,No,$50.44 ,40,Salary,104915.2,-10,Marketing,Male,Divorced,3,18,Mailed Check,Yes
455,61,17,Yes,$37.48 ,40,Salary,77958.4,250,InformationTechnology,Female,Married,5,18,Mail Check,No
456,39,1,Yes,$53.53 ,40,Salary,111342.4,7,Laboratory,Female,Single,5,25,Mail Check,Yes
457,59,14,No,$40.99 ,40,Salary,85259.2,25,Human_Resources,Female,Married,N/A,N/A,Mail Check,Yes
458,55,10,No,$63.04 ,40,Salary,131123.2,14,Healthcare,Male,Single,5,N/A,Mail Check,Yes
459,44,13,Yes,$77.80 ,40,Salary,162824,2,InformationTechnology,Female,Married,5,5,Mail Check,Yes
460,38,9,Yes,$31.98 ,40,Salary,66528.4,27,InformationTechnology,Female,Married,6,11,Mail Check,No
461,43,8,No,$54.80 ,40,Salary,113984,-15,Human_Resources,Male,Married,2,11,Mail Check,Yes
462,32,7,Yes,$23.67 ,40,Salary,49233.6,-15,Laboratory,Female,Single,2,14,Mail Check,No
463,55,10,Yes,$83.67 ,40,Salary,174033.6,69,Sales,Male,Married,7,15,Mail Check,Yes
464,58,15,Yes,$92.29 ,40,Salary,333363.2,20,Laboratory,Female,Single,4,9,Mailed Check,Yes
465,46,10,Yes,$50.08 ,40,Salary,104166.4,61,Sales,Female,Married,9,19,Mail Check,Yes
466,27,5,No,$21.88 ,40,Salary,45510.4,20,Sales,Male,Married,2,25,Mail Check,No
467,43,2,No,$90.16 ,40,Salary,287532.8,73,Manufacturing,Female,Married,2,20,Mail Check,No
468,54,6,No,$67.78 ,40,Salary,140982.4,78,Sales,Female,Single,1,N/A,Mail Check,Yes
469,38,4,No,$57.83 ,40,Salary,120286.4,73,Marketing,Male,Married,2,6,Mailed Check,Yes
470,38,6,Yes,$71.47 ,40,Salary,148657.6,21,Human_Resources,Male,Married,4,9,Mailed Check,Yes
471,39,2,No,$27.87 ,40,Salary,57969.6,5,Human_Resources,Male,Single,6,7,Mailed Check,Yes
472,32,10,No,$30.62 ,40,Salary,63689.6,48,Research,Male,Single,1,8,Mail Check,Yes
473,60,15,No,$93.08 ,40,Salary,333606.4,46,Sales,Male,Divorced,5,7,DirectDeposit,Yes
474,53,9,Yes,$94.06 ,40,Salary,335644.8,16,Human_Resources,Female,Married,6,7,Mailed Check,Yes
475,52,19,Yes,$97.14 ,40,Salary,202051.2,49,Sales,Female,Married,5,14,DirectDeposit,Yes
476,45,15,No,$39.03 ,40,Salary,81282.4,76,HumanResources,Female,Single,N/A,19,Mailed Check,Yes
477,41,3,Yes,$77.31 ,40,Salary,160804.8,86,InformationTechnology,Prefer Not to Answer,Married,8,N/A,DirectDeposit,Yes
478,44,15,Yes,$82.33 ,40,Salary,170955.2,30,Research,Female,Married,8,6,Mailed Check,Yes
479,56,13,No,$68.28 ,40,Salary,142022.4,62,Manufacturing,Female,Married,7,20,Mail Check,Yes
480,40,4,No,$28.51 ,40,Salary,38500.8,250,Manufacturing,Female,Married,N/A,11,Mailed Check,Yes
481,51,19,No,$55.57 ,40,Salary,115585.6,89,Sales,Female,Single,8,8,Mailed Check,Yes
482,42,9,Yes,$49.21 ,40,Salary,102356.8,63,InformationTechnology,Male,Married,4,14,Mail Check,No
483,43,4,No,$62.47 ,40,Salary,129937.6,34,InformationTechnology,Male,Divorced,N/A,N/A,Mail Check,Yes
484,59,18,No,$60.43 ,40,Salary,125694.4,-1,Sales,Male,Married,6,N/A,Mail Check,Yes
485,56,20,Yes,$77.36 ,40,Salary,160908.8,60,Sales,Male,Divorced,9,25,Mailed Check,Yes
486,56,5,No,$32.49 ,40,Salary,67579.2,-10,Sales,Male,Married,N/A,6,Mail Check,Yes
487,38,4,Yes,$44.91 ,40,Salary,93412.8,0,Manufacturing,Male,Divorced,2,16,MailedCheck,Yes
488,30,8,Yes,$26.68 ,40,Salary,55494.4,-14,Research,Female,Married,1,16,Mail_Check,No
489,28,1,Yes,$25.67 ,40,Salary,53393.6,72,InformationTechnology,Male,Married,2,N/A,Direct_Deposit,Yes
490,39,9,Yes,$26.11 ,40,Salary,54308.8,14,Marketing,Female,Single,1,N/A,Direct Deposit,No
491,51,6,No,$77.06 ,40,Salary,160284.8,48,Healthcare,Male,Married,8,10,Mail Check,Yes
492,40,10,Yes,$89.45 ,40,Salary,286056,14,Sales,Female,Single,7,N/A,Mail Check,Yes
